folder,direct_files,descendant_files,authority_surface,canonical_owner,disposition,execution_wave,founder_gate,blocker,rollback,verification,review_state,classification_basis
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/mesh-solution,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/open-source-as-mesh,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/GREAT_FILTER/southward-drift,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE,2,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/dmn,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/flow,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/NEUROSCIENCE_CORE/hemispheres,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS,2,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/ccc,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/quantum,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PHYSICS/torus-sphere,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE,2,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/building,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/connecting,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/PRACTICE/sitting,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS,2,6,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/as-above-so-below,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/garden-of-eden,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/nataraja,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/NEUROSCIENCE/TRADITIONS/upanishads,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/04_APPLICATIONS/standalone,21,21,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION,0,113,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW,20,113,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/01_CONJECTURES_AND_PROOFS,2,2,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/COMPLETED_REVIEWS,35,35,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/REVIEW_FEEDBACK,6,6,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/REVIEW_PACKETS,36,36,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/REVIEW_PAPERS,10,10,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/06_TRANSLATION/PEER_REVIEW/REVIEW_PROOFS,4,4,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/08_FRAMEWORK_SUPPORT/08_AGENTS,6,6,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/2026_07_02_PRE_PRUNE,4,4,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/2026_07_13_gfs_retraction,3,16,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/2026_07_13_gfs_retraction/canonical,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/2026_07_13_gfs_retraction/experiment_dir_2026-07-02_pooled,4,4,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/2026_07_13_gfs_retraction/k3_pre_modification_backups,8,8,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/50_AUDITS,7,7,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/old_front_doors,3,3,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/retired_public_site,1,1,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/tool_noise,0,45,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/tool_noise/2026_06_04_agentz_deployment,33,33,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/tool_noise/2026_07_12_GFS_RETRACTION,5,5,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/tool_noise/2026_07_17_executor_moves,3,7,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
90_ARCHIVE/tool_noise/2026_07_17_executor_moves/2026-07-02_gfs_pooled_multiplicative_vs_additive 2,4,4,inherits nearest ancestor,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY,4,192,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY/01_FOUNDATIONS,53,188,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY/01_FOUNDATIONS/00_THE_TRANSCENDENTAL_TRINITY,41,41,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY/01_FOUNDATIONS/01_FORMAL_SYSTEM,37,37,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION,25,33,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY/01_FOUNDATIONS/02_THE_DERIVATION/90_ARCHIVE,8,8,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
91_COMPATIBILITY/01_FOUNDATIONS/03_THE_PAPERS,24,24,local front doors + recursive manifest,REVIEW,REVIEW,HOLD,OWNER_REVIEW,Folder row aggregates only; file manifest controls exact artifact disposition.,N/A,Local AGENTS/CLAUDE/README + exact child rows,REVIEW,current worktree union
